PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
382,1,1,0.007288263,0.0,0.333333333,0.030725752,-1
383,1,0,0.396833375,0.0,0.0,0.01546857,1
384,-1,1,0.434531289,0.125,0.0,0.10149724,1
385,1,0,0.36720398,0.0,0.0,0.015411575,1
386,0,0,0.220909776,0.0,0.0,0.143462446,1
387,1,0,0.007288263,0.625,0.333333333,0.091542703,1
388,0,1,0.447097261,0.0,0.0,0.02537431,1
389,1,0,0.36720398,0.0,0.0,0.015086394,0
390,0,1,0.208343805,0.0,0.0,0.02342244,-1
391,-1,0,0.447097261,0.125,0.333333333,0.234224401,1
392,1,0,0.25860769,0.0,0.0,0.015216388,1
393,1,0,0.34656949,0.25,0.0,0.01546857,1
394,-1,1,0.283739633,0.125,0.0,0.221098075,-1
395,1,1,0.296305604,0.0,0.333333333,0.032596229,1
396,1,0,0.271173662,0.0,0.0,0.015216388,1
397,1,1,0.384267404,0.0,0.0,0.015330377,1
398,0,0,0.572756974,0.0,0.0,0.05074862,1
399,0,0,0.283739633,0.0,0.0,0.020494635,1
400,0,1,0.34656949,0.0,0.0,0.024691156,1
401,1,0,0.484795175,0.0,0.0,0.01546857,1
402,1,0,0.321437547,0.0,0.0,0.015712554,1
403,1,1,0.25860769,0.125,0.0,0.019177123,1
404,1,0,0.34656949,0.125,0.0,0.03093714,1
405,1,1,0.246041719,0.0,0.0,0.016908074,1
406,0,0,0.421965318,0.125,0.0,0.04098927,1
407,1,0,0.635586831,0.0,0.0,0.015126993,1
408,0,0,0.032420206,0.125,0.166666667,0.036597563,1
409,1,0,0.25860769,0.0,0.0,0.015175789,1
410,1,1,0.36720398,0.375,0.166666667,0.049707688,1
411,1,0,0.36720398,0.0,0.0,0.015411575,1
412,1,0,0.36720398,0.0,0.0,0.01338651,0
413,-1,1,0.409399347,0.125,0.0,0.175668301,0
414,0,0,0.36720398,0.0,0.0,0.0,1
415,1,0,0.547625031,0.0,0.0,0.01546857,1
416,1,1,0.36720398,0.0,0.0,0.015712554,1
417,0,1,0.421965318,0.125,0.166666667,0.063435775,1
418,0,1,0.220909776,0.0,0.333333333,0.02537431,1
419,0,0,0.371701433,0.0,0.0,0.02537431,1
420,1,1,0.120382006,0.0,0.333333333,0.047137661,1
421,1,0,0.36720398,0.0,0.0,0.015411575,-1
422,1,0,0.25860769,0.0,0.0,0.015094396,0
423,1,0,0.359135461,0.0,0.0,0.015370976,1
424,1,1,0.34656949,0.125,0.166666667,0.028106928,1
425,1,0,0.220909776,0.125,0.166666667,0.039452173,1
426,1,0,0.36720398,0.0,0.0,0.014151058,1
427,0,1,0.34656949,0.125,0.0,0.05074862,1
428,0,1,0.233475748,0.0,0.0,0.05074862,1
429,1,0,0.36720398,0.0,0.0,0.015126993,0
430,1,0,0.396833375,0.0,0.0,0.015712554,1
431,-1,0,0.34656949,0.0,0.0,0.051822149,1
432,1,1,0.36720398,0.125,0.0,0.031425107,1
433,0,1,0.522493089,0.125,0.0,0.05074862,1
434,1,0,0.208343805,0.0,0.0,0.013907074,1
435,-1,0,0.62302086,0.125,0.0,0.109109533,1
436,-1,1,0.170645891,0.125,0.333333333,0.234224401,1
437,1,1,0.25860769,0.25,0.333333333,0.067095532,1
438,0,1,0.296305604,0.25,0.5,0.036597563,1
439,-1,0,0.798944458,0.125,0.666666667,0.513341812,1
440,0,0,0.384267404,0.0,0.0,0.020494635,1
441,0,1,0.560191003,0.125,0.166666667,0.051236588,1
442,1,0,0.246041719,0.0,0.0,0.018542765,1
443,1,0,0.308871576,0.125,0.0,0.015175789,1
444,0,1,0.34656949,0.0,0.0,0.02537431,1
445,1,0,0.36720398,0.0,0.0,0.015834545,1
446,-1,0,0.044986177,0.0,0.333333333,0.159776761,1
447,0,1,0.15807992,0.0,0.166666667,0.038061465,1
448,-1,0,0.421965318,0.0,0.0,0.051822149,1
449,1,1,0.057552149,0.25,0.166666667,0.037589698,-1
450,-1,0,0.648152802,0.0,0.0,0.059532035,1
451,0,0,0.447097261,0.125,0.333333333,0.054164393,1
452,1,0,0.36720398,0.125,0.0,0.038972403,1
453,-1,0,0.371701433,0.0,0.0,0.054164393,-1
454,-1,0,0.610454888,0.125,0.0,0.173919816,-1
455,1,0,0.36720398,0.0,0.0,0.015712554,1
456,1,0,0.359135461,0.0,0.0,0.015411575,-1
457,-1,0,0.81151043,0.0,0.0,0.051822149,1
458,-1,1,0.36720398,0.125,0.0,0.101228858,1
459,0,1,0.62302086,0.0,0.0,0.020494635,1
460,1,0,0.36720398,0.0,0.0,0.015126993,0
461,-1,0,0.597888917,0.0,0.0,0.051822149,1
462,1,0,0.421965318,0.0,0.0,0.015712554,1
463,-1,0,0.585322945,0.0,0.0,0.075146995,1
464,0,0,0.597888917,0.0,0.0,0.02537431,1
465,1,0,0.36720398,0.0,0.0,0.015712554,1
466,1,0,0.472229203,0.0,0.0,0.013760684,1
467,0,0,0.36720398,0.0,0.0,0.0,1
468,-1,0,0.698416688,0.0,0.0,0.051822149,1
469,1,0,0.36720398,0.0,0.0,0.015078196,0
470,1,1,0.004146771,0.25,0.166666667,0.037589698,-1
471,1,0,0.36720398,0.0,0.0,0.014151058,1
472,1,0,0.472229203,0.0,0.0,0.016908074,1
473,0,1,0.409399347,0.125,0.333333333,0.054164393,1
474,0,1,0.283739633,0.0,0.0,0.026919606,-1
475,1,1,0.271173662,0.0,0.0,0.019201521,1
476,-1,0,0.36720398,0.0,0.0,0.10149724,1
477,0,0,0.421965318,0.125,0.0,0.04098927,1
478,1,0,0.359135461,0.125,0.0,0.013752486,1
479,1,0,0.271173662,0.0,0.0,0.014679624,1
480,1,1,0.019854235,0.0,0.166666667,0.023983603,1
481,1,0,0.107816034,0.625,0.333333333,0.091542703,1
482,0,0,0.36720398,0.0,0.0,0.0,1
483,1,0,0.62302086,0.0,0.0,0.015712554,1
